"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
"NORAD",0.0614723222313883,0.697625017518059,0.372,0.359,1,"NORAD","Up in Severe COVID"
"CNOT6L",0.063289536882805,0.69172656535232,0.318,0.251,1,"CNOT6L","Up in Severe COVID"
"R3HDM4",0.0634921453745298,0.776305800421511,0.361,0.317,1,"R3HDM4","Up in Severe COVID"
"DAPP1",0.0637219932273125,1.38861863913038,0.262,0.225,1,"DAPP1","Up in Severe COVID"
"TINF2",0.0649943465774465,-0.522365502495522,0.213,0.296,1,"TINF2","Up in Influenza"
"CALM3",0.0659763184336966,0.990040789093671,0.649,0.682,1,"CALM3","Up in Severe COVID"
"ACTR10",0.0679832523771761,0.518170490506594,0.224,0.255,1,"ACTR10","Up in Severe COVID"
"RSRC2",0.0693196405480436,0.707865471589372,0.506,0.427,1,"RSRC2","Up in Severe COVID"
"CTSA",0.0693405643667603,1.41939462135927,0.523,0.533,1,"CTSA","Up in Severe COVID"
"CD151",0.0716113054125773,1.38826238847164,0.302,0.283,1,"CD151","Up in Severe COVID"
"HIF1A",0.0746785201621217,0.57073317128477,0.458,0.397,1,"HIF1A","Up in Severe COVID"
"PARP1",0.0761677517983618,-0.514220574348944,0.212,0.294,1,"PARP1","Up in Influenza"
"RAP1B",0.0767626124918391,1.14492260986404,0.766,0.783,1,"RAP1B","Up in Severe COVID"
"RAB21",0.080524745304038,0.531189539962038,0.36,0.294,1,"RAB21","Up in Severe COVID"
"CIR1",0.080600221301439,0.526870830167852,0.473,0.415,1,"CIR1","Up in Severe COVID"
"RPS5",0.0813301169444897,0.649906614880863,0.794,0.886,1,"RPS5","Up in Severe COVID"
"VAPA",0.0841966740321022,0.52195466384876,0.633,0.64,1,"VAPA","Up in Severe COVID"
"PLIN2",0.0886330208935665,0.551599111350938,0.34,0.313,1,"PLIN2","Up in Severe COVID"
"UPF3A",0.0906967902806315,0.949622056118699,0.265,0.216,1,"UPF3A","Up in Severe COVID"
"JUND",0.0930423569283082,0.755367885897444,0.816,0.917,1,"JUND","Up in Severe COVID"
"RSU1",0.0943259716157762,1.51522865854008,0.337,0.32,1,"RSU1","Up in Severe COVID"
"EVL",0.0963463737056009,-0.68210294240737,0.388,0.465,1,"EVL","Up in Influenza"
"DNAJB6",0.0997447510654665,0.824638244097632,0.574,0.55,1,"DNAJB6","Up in Severe COVID"
"RIT1",0.101230746530958,0.864713337689597,0.28,0.225,1,"RIT1","Up in Severe COVID"
"YWHAH",0.102180535189805,1.76602278653578,0.39,0.415,1,"YWHAH","Up in Severe COVID"
"EIF2AK2",0.108702638164436,0.593073770301748,0.326,0.275,1,"EIF2AK2","Up in Severe COVID"
"NCOA4",0.109363355879543,0.691382782629557,0.452,0.502,1,"NCOA4","Up in Severe COVID"
"CYB5R3",0.110624623783056,1.27191790942885,0.306,0.263,1,"CYB5R3","Up in Severe COVID"
"IVNS1ABP",0.113313654988459,0.664046996995211,0.265,0.208,1,"IVNS1ABP","Up in Severe COVID"
"VDAC3",0.122594518998366,0.80167138126724,0.297,0.34,1,"VDAC3","Up in Severe COVID"
"TGFB1",0.123645082562946,1.05534005241557,0.747,0.788,1,"TGFB1","Up in Severe COVID"
"PTPN12",0.124081800977488,0.749056087407685,0.347,0.351,1,"PTPN12","Up in Severe COVID"
"WBP2",0.128438652125968,1.30880005252621,0.365,0.322,1,"WBP2","Up in Severe COVID"
"BHLHE40",0.13247599491582,0.735571376604019,0.316,0.253,1,"BHLHE40","Up in Severe COVID"
"TUBA1C",0.144751426459757,1.34231667131213,0.305,0.276,1,"TUBA1C","Up in Severe COVID"
"IFITM3",0.149781263646747,0.990385571953597,0.477,0.526,1,"IFITM3","Up in Severe COVID"
"LEPROT",0.150420704646255,0.555533910856213,0.346,0.36,1,"LEPROT","Up in Severe COVID"
"TXNL1",0.151017769824179,0.558836589832808,0.352,0.349,1,"TXNL1","Up in Severe COVID"
"SNRPN",0.1529275170159,0.691100283964405,0.296,0.267,1,"SNRPN","Up in Severe COVID"
"ZC3H7A",0.15351417061585,0.596628037172575,0.285,0.216,1,"ZC3H7A","Up in Severe COVID"
"EEF1B2",0.159192374233854,0.526528022254797,0.768,0.871,1,"EEF1B2","Up in Severe COVID"
"TAGAP",0.159921410432585,0.580591326158143,0.311,0.285,1,"TAGAP","Up in Severe COVID"
"YWHAE",0.163313672929892,0.591727262138994,0.466,0.474,1,"YWHAE","Up in Severe COVID"
"PIK3R1",0.17297652434475,0.57877182009552,0.412,0.34,1,"PIK3R1","Up in Severe COVID"
"PLEKHO1",0.17771548346874,0.615867435003285,0.429,0.465,1,"PLEKHO1","Up in Severe COVID"
"ASAH1",0.184254664386535,0.880959257712931,0.566,0.567,1,"ASAH1","Up in Severe COVID"
"AC016831.5",0.184412188787345,0.592624843201282,0.321,0.236,1,"AC016831.5","Up in Severe COVID"
"STRAP",0.186164342746844,0.520868089464903,0.377,0.373,1,"STRAP","Up in Severe COVID"
"IFI30",0.192421661546326,0.776225730831375,0.28,0.246,1,"IFI30","Up in Severe COVID"
"SYPL1",0.193457831162334,0.688095752909208,0.285,0.206,1,"SYPL1","Up in Severe COVID"
"KCMF1",0.195239637982328,0.563225992562295,0.319,0.276,1,"KCMF1","Up in Severe COVID"
"H3F3A",0.198681220901338,0.663516248025735,0.968,0.977,1,"H3F3A","Up in Severe COVID"
"CYTOR",0.199711293323398,0.623724887468751,0.346,0.346,1,"CYTOR","Up in Severe COVID"
"SNHG15",0.208141336824481,0.528536051050349,0.313,0.246,1,"SNHG15","Up in Severe COVID"
"RTN3",0.210037693559155,0.503612885226674,0.395,0.424,1,"RTN3","Up in Severe COVID"
"UPF2",0.210515091706832,0.532463851814452,0.286,0.225,1,"UPF2","Up in Severe COVID"
"NDUFB4",0.211079014402583,0.518243531883413,0.542,0.546,1,"NDUFB4","Up in Severe COVID"
"TTC1",0.212898760866478,-0.503132516310987,0.207,0.285,1,"TTC1","Up in Influenza"
"SEC14L1",0.220961153639015,0.855430498442174,0.343,0.304,1,"SEC14L1","Up in Severe COVID"
"CRBN",0.224410514617824,0.925557135044422,0.377,0.352,1,"CRBN","Up in Severe COVID"
"TUBB4B",0.227769352886333,0.968964516484825,0.367,0.346,1,"TUBB4B","Up in Severe COVID"
"CMPK1",0.228683462985944,0.960713110771543,0.443,0.376,1,"CMPK1","Up in Severe COVID"
"PIP4K2A",0.229325456074774,0.585647091691079,0.373,0.388,1,"PIP4K2A","Up in Severe COVID"
"STOM",0.231647700545044,1.52136216008263,0.364,0.376,1,"STOM","Up in Severe COVID"
"ARF4",0.23860337483532,0.871701340776891,0.316,0.277,1,"ARF4","Up in Severe COVID"
"ACTN1",0.247390132369514,1.34305080287525,0.32,0.292,1,"ACTN1","Up in Severe COVID"
"MFNG",0.249196247727395,0.528816126335352,0.288,0.263,1,"MFNG","Up in Severe COVID"
"ACAA2",0.254739065138709,-0.680461378568226,0.193,0.257,1,"ACAA2","Up in Influenza"
"KCTD20",0.262154030783917,0.724620336272042,0.251,0.22,1,"KCTD20","Up in Severe COVID"
"TERF2IP",0.278281451073621,0.608485504626899,0.479,0.45,1,"TERF2IP","Up in Severe COVID"
"PDCD10",0.293930142876727,1.063676903983,0.317,0.348,1,"PDCD10","Up in Severe COVID"
"FCGR2A",0.308338834402346,0.681917103061285,0.345,0.354,1,"FCGR2A","Up in Severe COVID"
"NDUFS4",0.319681052828134,0.84240511415552,0.254,0.24,1,"NDUFS4","Up in Severe COVID"
"SECISBP2",0.331342503064277,0.706571957126544,0.302,0.248,1,"SECISBP2","Up in Severe COVID"
"UBE2B",0.337432762268413,0.516321554636649,0.502,0.472,1,"UBE2B","Up in Severe COVID"
"CAPZA2",0.339646687902234,0.548149218865158,0.507,0.538,1,"CAPZA2","Up in Severe COVID"
"IFI6",0.361136375139902,0.762153727127653,0.392,0.462,1,"IFI6","Up in Severe COVID"
"NDUFS5",0.363765562991019,0.611578760184205,0.64,0.678,1,"NDUFS5","Up in Severe COVID"
"CMIP",0.37234281649581,0.554265622421793,0.352,0.374,1,"CMIP","Up in Severe COVID"
"PITHD1",0.372974186628272,0.531098199984122,0.251,0.209,1,"PITHD1","Up in Severe COVID"
"RIOK3",0.373953469028538,0.916332853341584,0.481,0.437,1,"RIOK3","Up in Severe COVID"
"RHEB",0.379384304468083,0.712249757830448,0.348,0.341,1,"RHEB","Up in Severe COVID"
"STK24",0.382954404027996,0.620529653658013,0.348,0.322,1,"STK24","Up in Severe COVID"
"IFI27L2",0.388495460139178,0.52169329862217,0.423,0.455,1,"IFI27L2","Up in Severe COVID"
"EIF2AK1",0.391728082769287,1.63138006805343,0.33,0.283,1,"EIF2AK1","Up in Severe COVID"
"GSN",0.395664827064164,0.918110003570753,0.263,0.27,1,"GSN","Up in Severe COVID"
"SOD2",0.399960842172388,0.602226917111199,0.511,0.534,1,"SOD2","Up in Severe COVID"
"RBX1",0.411785961551402,0.787213154922334,0.556,0.617,1,"RBX1","Up in Severe COVID"
"CHMP1B",0.418012245374379,0.55084769230647,0.322,0.257,1,"CHMP1B","Up in Severe COVID"
"MOB4",0.449087024844359,0.623067186728375,0.251,0.212,1,"MOB4","Up in Severe COVID"
"TLN1",0.454258571280573,1.24072013956182,0.627,0.711,1,"TLN1","Up in Severe COVID"
"ILK",0.457217037137001,1.52964126253973,0.306,0.349,1,"ILK","Up in Severe COVID"
"RAB32",0.470270528697756,1.52402023617413,0.405,0.436,1,"RAB32","Up in Severe COVID"
"CREG1",0.512382847005155,0.552672246004629,0.299,0.309,1,"CREG1","Up in Severe COVID"
"LAT",0.53319551046149,0.966755914937656,0.261,0.288,1,"LAT","Up in Severe COVID"
"ISG15",0.53809461865325,1.05092466480393,0.37,0.457,1,"ISG15","Up in Severe COVID"
"TMSB4X",0.563780960952555,0.522203838547168,0.986,0.983,1,"TMSB4X","Up in Severe COVID"
"NAA38",0.614612140513479,0.737510545923572,0.485,0.546,1,"NAA38","Up in Severe COVID"
"OAZ1",0.620006594994137,0.749800450861249,0.924,0.963,1,"OAZ1","Up in Severe COVID"
"NDUFA5",0.624441133908558,0.503247633006304,0.347,0.345,1,"NDUFA5","Up in Severe COVID"
"IFRD1",0.631953621191932,1.2022931936963,0.289,0.27,1,"IFRD1","Up in Severe COVID"
"EMD",0.719858146432364,0.591292005398132,0.294,0.266,1,"EMD","Up in Severe COVID"
"H2AFJ",0.74262621622866,0.814434062772627,0.449,0.488,1,"H2AFJ","Up in Severe COVID"
"TPM4",0.773526948315469,1.45919499174574,0.523,0.531,1,"TPM4","Up in Severe COVID"
"PTPN18",0.779593388630593,0.637607731486865,0.401,0.444,1,"PTPN18","Up in Severe COVID"
"UBE2E3",0.803010735213202,0.714087452195836,0.291,0.291,1,"UBE2E3","Up in Severe COVID"
"POLR2G",0.823447171480022,0.619889302682642,0.369,0.364,1,"POLR2G","Up in Severe COVID"
"CERS2",0.825442827149968,0.643500201906573,0.254,0.263,1,"CERS2","Up in Severe COVID"
"DUSP2",0.830475593087779,0.682736520595493,0.326,0.342,1,"DUSP2","Up in Severe COVID"
"CD68",0.830978884125359,0.519321764565125,0.442,0.484,1,"CD68","Up in Severe COVID"
"LAMTOR1",0.841734902700434,0.620066411189522,0.665,0.709,1,"LAMTOR1","Up in Severe COVID"
"MPC2",0.842358075368585,0.602947524892858,0.343,0.311,1,"MPC2","Up in Severe COVID"
"ADIPOR1",0.848475408302763,0.84923986078378,0.33,0.317,1,"ADIPOR1","Up in Severe COVID"
"GSTO1",0.88342082419812,1.16672417151206,0.561,0.611,1,"GSTO1","Up in Severe COVID"
"FURIN",0.886530685730211,0.50172202570408,0.271,0.251,1,"FURIN","Up in Severe COVID"
"FERMT3",0.895653615896112,1.1764461871302,0.549,0.622,1,"FERMT3","Up in Severe COVID"
"ADI1",0.907276042442044,0.686198993264901,0.251,0.245,1,"ADI1","Up in Severe COVID"
"ALDOA",0.90906731366413,0.616920237425735,0.258,0.234,1,"ALDOA","Up in Severe COVID"
"RAB11A",0.922678345593015,1.30286407019697,0.374,0.392,1,"RAB11A","Up in Severe COVID"
"RPS19BP1",0.925326108316822,0.506151588690888,0.448,0.424,1,"RPS19BP1","Up in Severe COVID"
"GABARAPL2",0.926940999114209,0.590966141206696,0.55,0.571,1,"GABARAPL2","Up in Severe COVID"
"MFSD1",0.939674439425468,0.626490140512278,0.288,0.295,1,"MFSD1","Up in Severe COVID"
"MXD1",0.942462408556166,0.525936903386566,0.321,0.303,1,"MXD1","Up in Severe COVID"
"VCL",0.956585338773854,1.16764335923027,0.285,0.309,1,"VCL","Up in Severe COVID"
"LYL1",0.98003951761758,1.92691630520064,0.288,0.236,1,"LYL1","Up in Severe COVID"
"GTF2A2",0.988614677994719,0.722111981438505,0.439,0.437,1,"GTF2A2","Up in Severe COVID"
"ZFAND6",0.994307816505298,0.521683966995333,0.352,0.341,1,"ZFAND6","Up in Severe COVID"
