"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
"PRDX3",0.281043296362669,0.637097420638997,0.268,0.222,1,"PRDX3","Up in Severe"
"IFI27L2",0.285159020409538,0.574998867978174,0.423,0.407,1,"IFI27L2","Up in Severe"
"ATP6V1B2",0.296726083157717,0.617167877012079,0.266,0.235,1,"ATP6V1B2","Up in Severe"
"PDCD10",0.302590704910053,0.651129531746899,0.317,0.3,1,"PDCD10","Up in Severe"
"IGSF6",0.307619510367384,0.562875532703544,0.275,0.237,1,"IGSF6","Up in Severe"
"PCMT1",0.317403006352498,1.01563186232618,0.368,0.306,1,"PCMT1","Up in Severe"
"TIMM17A",0.341586266582521,-0.561107569243937,0.207,0.283,1,"TIMM17A","Up in Mild"
"DAD1",0.365719814589293,0.573771220385102,0.526,0.515,1,"DAD1","Up in Severe"
"NRDC",0.370264495639533,0.615592835700615,0.306,0.266,1,"NRDC","Up in Severe"
"CAMTA1",0.371104097512972,0.662653777418578,0.336,0.342,1,"CAMTA1","Up in Severe"
"MRPL51",0.376706400447254,0.523872326970367,0.332,0.288,1,"MRPL51","Up in Severe"
"PLAUR",0.394688418443614,0.673590028881917,0.313,0.266,1,"PLAUR","Up in Severe"
"NUCB1",0.396202699642205,0.638102988539479,0.407,0.396,1,"NUCB1","Up in Severe"
"EMC3",0.398315985646854,0.512690390941698,0.431,0.45,1,"EMC3","Up in Severe"
"C9orf16",0.399834886250695,0.788903404189487,0.638,0.65,1,"C9orf16","Up in Severe"
"RASGRP2",0.428106192568524,0.866750938968773,0.471,0.454,1,"RASGRP2","Up in Severe"
"TMBIM1",0.459809040472206,0.686759386115661,0.24,0.253,1,"TMBIM1","Up in Severe"
"ALDOA",0.463158590507759,0.855147321948488,0.258,0.213,1,"ALDOA","Up in Severe"
"ALOX5AP",0.46574049981449,0.782455954833372,0.441,0.345,1,"ALOX5AP","Up in Severe"
"FBXO9",0.470558063745851,0.580143106160909,0.287,0.241,1,"FBXO9","Up in Severe"
"NDUFS4",0.485419595633456,0.50406265368235,0.254,0.271,1,"NDUFS4","Up in Severe"
"GTF3C6",0.501628081508506,0.516402556345667,0.382,0.383,1,"GTF3C6","Up in Severe"
"TGFB1",0.523400888993916,0.623182738626056,0.747,0.802,1,"TGFB1","Up in Severe"
"ITGAM",0.528182402737856,0.625763369572492,0.326,0.273,1,"ITGAM","Up in Severe"
"RAP1B",0.54188235918272,0.535180555433382,0.766,0.831,1,"RAP1B","Up in Severe"
"VDAC3",0.544826346339494,0.558686956124377,0.297,0.294,1,"VDAC3","Up in Severe"
"POLR2G",0.593100795849726,0.628253770472484,0.369,0.36,1,"POLR2G","Up in Severe"
"CKAP4",0.612794200420223,0.861154828257003,0.3,0.225,1,"CKAP4","Up in Severe"
"CCPG1",0.644099928772258,0.803481791527152,0.286,0.227,1,"CCPG1","Up in Severe"
"RASA2",0.673101722401518,-0.52256484741979,0.189,0.252,1,"RASA2","Up in Mild"
"ASAP1",0.686769719575427,0.668202248938771,0.276,0.248,1,"ASAP1","Up in Severe"
"TMEM219",0.687102761654202,0.62257263787707,0.516,0.506,1,"TMEM219","Up in Severe"
"ARF3",0.691729403041818,0.589257821489952,0.271,0.261,1,"ARF3","Up in Severe"
"ABTB1",0.721507868533856,0.521187105779,0.273,0.253,1,"ABTB1","Up in Severe"
"CPEB4",0.738444778703298,0.552464143428884,0.258,0.243,1,"CPEB4","Up in Severe"
"NDUFS5",0.748344585495143,0.543774014059426,0.64,0.669,1,"NDUFS5","Up in Severe"
"C7orf50",0.755530055962052,0.504795267718078,0.328,0.309,1,"C7orf50","Up in Severe"
"TPST2",0.76611666550272,0.804467587911015,0.339,0.327,1,"TPST2","Up in Severe"
"LAMTOR2",0.76715450381031,0.673309523107889,0.381,0.34,1,"LAMTOR2","Up in Severe"
"RAB1B",0.808495861471403,0.621841690359277,0.294,0.278,1,"RAB1B","Up in Severe"
"AKIRIN2",0.812894868777897,0.522061488526836,0.416,0.408,1,"AKIRIN2","Up in Severe"
"NCK2",0.818390769134391,0.7541029179808,0.326,0.325,1,"NCK2","Up in Severe"
"NAMPT",0.833991320213566,0.720899717095679,0.473,0.456,1,"NAMPT","Up in Severe"
"FOXO3",0.857380199845426,0.594139607745404,0.278,0.237,1,"FOXO3","Up in Severe"
"KIF2A",0.946164113511828,0.594839531474252,0.294,0.297,1,"KIF2A","Up in Severe"
"ADI1",0.951321679261989,0.526566478053578,0.251,0.248,1,"ADI1","Up in Severe"
"RBX1",0.957168628895985,0.620208845544421,0.556,0.558,1,"RBX1","Up in Severe"
"SEC14L1",0.96397764519011,0.600418356324121,0.343,0.328,1,"SEC14L1","Up in Severe"
"FLOT1",0.975476046292531,0.731575090329981,0.295,0.256,1,"FLOT1","Up in Severe"
"TLK1",0.993761466609426,0.598347679932851,0.306,0.296,1,"TLK1","Up in Severe"
